order_item_id,order_id,product_id,quantity,unit_price,line_revenue,customer_id,order_date,status,customer_name,email,city,signup_date,product_name,category,price
60,1036,6,1,684.26,684.26,24,2024-02-08,Shipped,Ishaan Bansal,ishaan.bansal24@example.com,Bengaluru,2024-09-26,Power Bank 10000mAh,Electronics,684.26
61,1036,32,1,3972.23,3972.23,24,2024-02-08,Shipped,Ishaan Bansal,ishaan.bansal24@example.com,Bengaluru,2024-09-26,Hair Serum,Beauty,3089.4
62,1037,36,1,2041.15,2041.15,121,2025-07-04,Delivered,Rohan Rao,rohan.rao121@example.com,Hyderabad,2025-07-05,Self-Help Book,Books,2041.15
63,1038,40,2,5930.5,11861.0,113,2025-03-05,Delivered,Aadhya Rao,aadhya.rao113@example.com,Kolkata,2025-01-12,Yoga Mat,Sports,5930.5
64,1038,41,1,2818.82,2818.82,113,2025-03-05,Delivered,Aadhya Rao,aadhya.rao113@example.com,Kolkata,2025-01-12,Adjustable Dumbbell Set,Sports,2567.5
65,1038,20,2,3574.18,7148.36,113,2025-03-05,Delivered,Aadhya Rao,aadhya.rao113@example.com,Kolkata,2025-01-12,Sneakers,Fashion,3574.18
66,1039,22,1,3026.6,3026.6,9,2025-09-22,Returned,Anika Joshi,anika.joshi9@example.com,Unknown,2024-07-15,Electric Kettle,Home & Kitchen,3026.6
67,1039,36,1,2041.15,2041.15,9,2025-09-22,Returned,Anika Joshi,anika.joshi9@example.com,Unknown,2024-07-15,Self-Help Book,Books,2041.15
68,1039,40,1,5930.5,5930.5,9,2025-09-22,Returned,Anika Joshi,anika.joshi9@example.com,Unknown,2024-07-15,Yoga Mat,Sports,5930.5
69,1040,23,2,683.77,1367.54,18,2024-08-10,Processing,Riya Rao,riya.rao18@example.com,Pune,2025-08-21,LED Desk Lamp,Home & Kitchen,683.77
70,1041,34,1,2810.73,2810.73,25,2024-04-11,Cancelled,Aarohi Reddy,aarohi.reddy25@example.com,Ahmedabad,2025-10-02,Shampoo 340ml,Beauty,2810.73
71,1042,32,1,3723.48,3723.48,19,2024-03-03,Returned,Ananya Kapoor,ananya.kapoor19@example.com,Bengaluru,2025-06-05,Hair Serum,Beauty,3089.4
72,1042,9,3,3514.91,10544.73,19,2024-03-03,Returned,Ananya Kapoor,ananya.kapoor19@example.com,Bengaluru,2025-06-05,Webcam HD,Electronics,3514.91
73,1042,27,1,5167.74,5167.74,19,2024-03-03,Returned,Ananya Kapoor,ananya.kapoor19@example.com,Bengaluru,2025-06-05,Ceramic Dinner Set,Home & Kitchen,5167.74
74,1043,7,1,5777.18,5777.18,75,2024-04-03,Delivered,Vivaan Reddy,vivaan.reddy75@example.com,Hyderabad,2025-03-20,Mechanical Keyboard,Electronics,5777.18
75,1043,27,1,5167.74,5167.74,75,2024-04-03,Delivered,Vivaan Reddy,vivaan.reddy75@example.com,Hyderabad,2025-03-20,Ceramic Dinner Set,Home & Kitchen,5167.74
76,1044,30,3,1836.07,5508.21,11,2024-02-21,Cancelled,Aadhya Joshi,aadhya.joshi11@example.com,Bengaluru,2025-01-14,Sunscreen SPF50,Beauty,1836.07
77,1044,43,1,2567.5,2567.5,11,2024-02-21,Cancelled,Aadhya Joshi,aadhya.joshi11@example.com,Bengaluru,2025-01-14,Football,Sports,2567.5
78,1044,38,1,2514.42,2514.42,11,2024-02-21,Cancelled,Aadhya Joshi,aadhya.joshi11@example.com,Bengaluru,2025-01-14,Cookbook,Books,2514.42
79,1045,31,1,5679.38,5679.38,36,2025-07-21,Delivered,Aditya Pillai,aditya.pillai36@example.com,Mumbai,2024-10-12,Lip Balm Pack,Beauty,5679.38
80,1045,33,2,3368.07,6736.14,36,2025-07-21,Delivered,Aditya Pillai,aditya.pillai36@example.com,Mumbai,2024-10-12,Body Lotion 200ml,Beauty,3368.07
81,1045,12,1,4082.85,4082.85,36,2025-07-21,Delivered,Aditya Pillai,aditya.pillai36@example.com,Mumbai,2024-10-12,Women's Kurti,Fashion,4082.85
82,1046,25,1,2099.85,2099.85,120,2024-12-02,Delivered,Ananya Bansal,ananya.bansal120@example.com,Pune,2024-06-05,Cotton Bedsheet Set,Home & Kitchen,2099.85
83,1047,16,1,2902.43,2902.43,142,2024-05-28,Delivered,Kabir Pillai,kabir.pillai142@example.com,Delhi,2025-04-06,Sunglasses,Fashion,2902.43
84,1047,18,1,5509.03,5509.03,142,2024-05-28,Delivered,Kabir Pillai,kabir.pillai142@example.com,Delhi,2025-04-06,Women's Handbag,Fashion,5509.03
85,1048,39,2,3160.39,6320.78,57,2025-11-07,Delivered,Riya Patel,riya.patel57@example.com,Pune,2024-04-16,Business Strategy Book,Books,3160.39
86,1049,45,1,2266.41,2266.41,59,2024-11-27,Delivered,Arjun Menon,arjun.menon59@example.com,Mumbai,2025-12-04,Skipping Rope,Sports,2266.41
87,1050,36,1,2041.15,2041.15,148,2024-04-26,Delivered,Ayaan Singh,ayaan.singh148@example.com,Delhi,2024-04-27,Self-Help Book,Books,2041.15
88,1050,41,2,4166.68,8333.36,148,2024-04-26,Delivered,Ayaan Singh,ayaan.singh148@example.com,Delhi,2024-04-27,Adjustable Dumbbell Set,Sports,2567.5
89,1051,42,3,3324.17,9972.51,39,2025-08-30,Delivered,Vivaan Reddy,vivaan.reddy39@example.com,Bengaluru,2025-02-16,Cricket Bat,Sports,3324.17
90,1052,41,2,4600.53,9201.06,124,2024-02-14,Shipped,Diya Sharma,diya.sharma124@example.com,Chennai,2024-11-28,Adjustable Dumbbell Set,Sports,2567.5
91,1052,21,1,3863.49,3863.49,124,2024-02-14,Shipped,Diya Sharma,diya.sharma124@example.com,Chennai,2024-11-28,Non-Stick Pan Set,Home & Kitchen,3863.49
92,1053,44,1,1247.36,1247.36,32,2025-05-05,Returned,Riya Singh,riya.singh32@example.com,Pune,2024-11-15,Resistance Bands Set,Sports,1247.36
93,1053,35,2,1989.93,3979.86,32,2025-05-05,Returned,Riya Singh,riya.singh32@example.com,Pune,2024-11-15,Fiction Bestseller,Books,1989.93
94,1054,10,1,5712.1,5712.1,30,2024-03-16,Delivered,Riya Nair,riya.nair30@example.com,Bengaluru,2025-11-06,Portable SSD 1TB,Electronics,5712.1
96,1056,4,1,2035.58,2035.58,14,2025-04-09,Returned,Riya Kapoor,riya.kapoor14@example.com,Pune,2024-11-28,Laptop Stand,Electronics,2035.58
97,1057,3,1,2677.37,2677.37,80,2024-08-08,Returned,Krishna Chawla,krishna.chawla80@example.com,Delhi,2025-02-16,Smartwatch,Electronics,2677.37
98,1057,23,2,683.77,1367.54,80,2024-08-08,Returned,Krishna Chawla,krishna.chawla80@example.com,Delhi,2025-02-16,LED Desk Lamp,Home & Kitchen,683.77
99,1057,29,2,3433.43,6866.86,80,2024-08-08,Returned,Krishna Chawla,krishna.chawla80@example.com,Delhi,2025-02-16,Face Wash 100ml,Beauty,3089.4
100,1058,45,1,2266.41,2266.41,66,2025-04-09,Returned,Kabir Reddy,kabir.reddy66@example.com,Delhi,2025-07-27,Skipping Rope,Sports,2266.41
101,1058,19,1,1211.71,1211.71,66,2025-04-09,Returned,Kabir Reddy,kabir.reddy66@example.com,Delhi,2025-07-27,Sports Cap,Fashion,1211.71
102,1058,43,1,2567.5,2567.5,66,2025-04-09,Returned,Kabir Reddy,kabir.reddy66@example.com,Delhi,2025-07-27,Football,Sports,2567.5
103,1059,17,1,3961.33,3961.33,32,2024-11-16,Shipped,Riya Singh,riya.singh32@example.com,Pune,2024-11-15,Formal Shirt,Fashion,3961.33
104,1060,29,2,3938.65,7877.3,71,2024-03-09,Delivered,Aadhya Joshi,aadhya.joshi71@example.com,Mumbai,2024-08-21,Face Wash 100ml,Beauty,3089.4
105,1060,15,1,4574.17,4574.17,71,2024-03-09,Delivered,Aadhya Joshi,aadhya.joshi71@example.com,Mumbai,2024-08-21,Leather Wallet,Fashion,4574.17
106,1060,41,2,5791.1,11582.2,71,2024-03-09,Delivered,Aadhya Joshi,aadhya.joshi71@example.com,Mumbai,2024-08-21,Adjustable Dumbbell Set,Sports,2567.5
107,1061,44,1,1247.36,1247.36,50,2025-01-16,Delivered,Sai Kapoor,unknown@example.com,Hyderabad,2025-08-31,Resistance Bands Set,Sports,1247.36
108,1062,8,1,5040.36,5040.36,30,2025-07-29,Cancelled,Riya Nair,riya.nair30@example.com,Bengaluru,2025-11-06,Wireless Mouse,Electronics,5040.36
109,1062,25,1,2099.85,2099.85,30,2025-07-29,Cancelled,Riya Nair,riya.nair30@example.com,Bengaluru,2025-11-06,Cotton Bedsheet Set,Home & Kitchen,2099.85
110,1063,1,2,620.58,1241.16,113,2024-02-22,Shipped,Aadhya Rao,aadhya.rao113@example.com,Kolkata,2025-01-12,Wireless Earbuds,Electronics,620.58
111,1063,22,1,3026.6,3026.6,113,2024-02-22,Shipped,Aadhya Rao,aadhya.rao113@example.com,Kolkata,2025-01-12,Electric Kettle,Home & Kitchen,3026.6
112,1063,30,1,1836.07,1836.07,113,2024-02-22,Shipped,Aadhya Rao,aadhya.rao113@example.com,Kolkata,2025-01-12,Sunscreen SPF50,Beauty,1836.07
113,1064,43,1,2567.5,2567.5,35,2025-06-03,Delivered,Aditya Verma,aditya.verma35@example.com,Mumbai,2024-03-10,Football,Sports,2567.5
114,1064,20,1,3574.18,3574.18,35,2025-06-03,Delivered,Aditya Verma,aditya.verma35@example.com,Mumbai,2024-03-10,Sneakers,Fashion,3574.18
115,1065,15,3,4574.17,13722.51,61,2025-07-23,Cancelled,Ayaan Verma,ayaan.verma61@example.com,Bengaluru,2024-12-07,Leather Wallet,Fashion,4574.17
116,1066,11,1,5997.5,5997.5,8,2025-07-28,Delivered,Riya Reddy,riya.reddy8@example.com,Delhi,2024-03-21,Men's Cotton T-Shirt,Fashion,5997.5
117,1066,27,1,5167.74,5167.74,8,2025-07-28,Delivered,Riya Reddy,riya.reddy8@example.com,Delhi,2024-03-21,Ceramic Dinner Set,Home & Kitchen,5167.74
118,1066,35,1,1989.93,1989.93,8,2025-07-28,Delivered,Riya Reddy,riya.reddy8@example.com,Delhi,2024-03-21,Fiction Bestseller,Books,1989.93
119,1067,40,1,5930.5,5930.5,137,2024-01-30,Delivered,Pooja Mehta,pooja.mehta137@example.com,Bengaluru,2024-01-13,Yoga Mat,Sports,5930.5
120,1068,42,1,3324.17,3324.17,61,2024-01-07,Delivered,Ayaan Verma,ayaan.verma61@example.com,Bengaluru,2024-12-07,Cricket Bat,Sports,3324.17
121,1068,1,3,620.58,1861.7400000000002,61,2024-01-07,Delivered,Ayaan Verma,ayaan.verma61@example.com,Bengaluru,2024-12-07,Wireless Earbuds,Electronics,620.58
122,1068,8,1,5040.36,5040.36,61,2024-01-07,Delivered,Ayaan Verma,ayaan.verma61@example.com,Bengaluru,2024-12-07,Wireless Mouse,Electronics,5040.36
123,1069,21,3,3863.49,11590.47,85,2024-03-12,Delivered,Rahul Gupta,rahul.gupta85@example.com,Pune,2024-03-27,Non-Stick Pan Set,Home & Kitchen,3863.49
124,1069,25,1,2099.85,2099.85,85,2024-03-12,Delivered,Rahul Gupta,rahul.gupta85@example.com,Pune,2024-03-27,Cotton Bedsheet Set,Home & Kitchen,2099.85
125,1070,34,2,2810.73,5621.46,47,2025-06-27,Delivered,Vivaan Bhat,vivaan.bhat47@example.com,Bengaluru,2024-11-17,Shampoo 340ml,Beauty,2810.73
126,1071,29,1,3961.44,3961.44,81,2025-01-13,Shipped,Arjun Chawla,arjun.chawla81@example.com,Pune,2025-01-23,Face Wash 100ml,Beauty,3089.4
127,1071,32,1,711.35,711.35,81,2025-01-13,Shipped,Arjun Chawla,arjun.chawla81@example.com,Pune,2025-01-23,Hair Serum,Beauty,3089.4
128,1071,3,2,2677.37,5354.74,81,2025-01-13,Shipped,Arjun Chawla,arjun.chawla81@example.com,Pune,2025-01-23,Smartwatch,Electronics,2677.37
129,1072,14,1,385.36,385.36,40,2025-09-02,Delivered,Sai Kapoor,sai.kapoor40@example.com,Mumbai,2024-07-13,Running Shoes,Fashion,385.36
130,1072,43,1,2567.5,2567.5,40,2025-09-02,Delivered,Sai Kapoor,sai.kapoor40@example.com,Mumbai,2024-07-13,Football,Sports,2567.5
131,1073,45,2,2266.41,4532.82,101,2024-02-20,Delivered,Meera Sharma,meera.sharma101@example.com,Unknown,2025-08-12,Skipping Rope,Sports,2266.41
132,1074,5,2,1614.65,3229.3,58,2025-02-28,Shipped,Sai Reddy,sai.reddy58@example.com,Pune,2025-07-20,USB-C Hub,Electronics,1614.65
133,1075,22,1,3026.6,3026.6,57,2024-10-17,Processing,Riya Patel,riya.patel57@example.com,Pune,2024-04-16,Electric Kettle,Home & Kitchen,3026.6
134,1075,3,2,2677.37,5354.74,57,2024-10-17,Processing,Riya Patel,riya.patel57@example.com,Pune,2024-04-16,Smartwatch,Electronics,2677.37
135,1076,15,1,4574.17,4574.17,113,2025-02-08,Delivered,Aadhya Rao,aadhya.rao113@example.com,Kolkata,2025-01-12,Leather Wallet,Fashion,4574.17
136,1076,17,1,3961.33,3961.33,113,2025-02-08,Delivered,Aadhya Rao,aadhya.rao113@example.com,Kolkata,2025-01-12,Formal Shirt,Fashion,3961.33
138,1078,38,2,2514.42,5028.84,62,2024-06-28,Delivered,Ayaan Gupta,ayaan.gupta62@example.com,Pune,2025-03-28,Cookbook,Books,2514.42
139,1078,3,3,2677.37,8032.11,62,2024-06-28,Delivered,Ayaan Gupta,ayaan.gupta62@example.com,Pune,2025-03-28,Smartwatch,Electronics,2677.37
140,1079,20,1,3574.18,3574.18,101,2025-07-26,Cancelled,Meera Sharma,meera.sharma101@example.com,Unknown,2025-08-12,Sneakers,Fashion,3574.18
141,1079,39,1,3160.39,3160.39,101,2025-07-26,Cancelled,Meera Sharma,meera.sharma101@example.com,Unknown,2025-08-12,Business Strategy Book,Books,3160.39
142,1079,6,1,684.26,684.26,101,2025-07-26,Cancelled,Meera Sharma,meera.sharma101@example.com,Unknown,2025-08-12,Power Bank 10000mAh,Electronics,684.26
143,1080,26,2,4070.28,8140.56,10,2025-04-15,Delivered,Kabir Patel,kabir.patel10@example.com,Bengaluru,2024-08-26,Vacuum Flask,Home & Kitchen,4070.28
144,1081,41,1,4112.14,4112.14,66,2025-02-18,Returned,Kabir Reddy,kabir.reddy66@example.com,Delhi,2025-07-27,Adjustable Dumbbell Set,Sports,2567.5
145,1082,42,1,3324.17,3324.17,88,2025-09-24,Processing,Varun Iyer,varun.iyer88@example.com,Chennai,2025-02-28,Cricket Bat,Sports,3324.17
146,1082,24,1,2185.57,2185.57,88,2025-09-24,Processing,Varun Iyer,varun.iyer88@example.com,Chennai,2025-02-28,Air Fryer,Home & Kitchen,2185.57
147,1082,1,1,620.58,620.58,88,2025-09-24,Processing,Varun Iyer,varun.iyer88@example.com,Chennai,2025-02-28,Wireless Earbuds,Electronics,620.58
148,1083,20,3,3574.18,10722.539999999999,46,2025-03-23,Delivered,Rahul Bhat,rahul.bhat46@example.com,Pune,2025-05-13,Sneakers,Fashion,3574.18
149,1083,14,1,385.36,385.36,46,2025-03-23,Delivered,Rahul Bhat,rahul.bhat46@example.com,Pune,2025-05-13,Running Shoes,Fashion,385.36
150,1083,23,1,683.77,683.77,46,2025-03-23,Delivered,Rahul Bhat,rahul.bhat46@example.com,Pune,2025-05-13,LED Desk Lamp,Home & Kitchen,683.77
151,1083,27,1,5167.74,5167.74,46,2025-03-23,Delivered,Rahul Bhat,rahul.bhat46@example.com,Pune,2025-05-13,Ceramic Dinner Set,Home & Kitchen,5167.74
152,1084,4,1,2035.58,2035.58,39,2024-11-13,Cancelled,Vivaan Reddy,vivaan.reddy39@example.com,Bengaluru,2025-02-16,Laptop Stand,Electronics,2035.58
153,1084,36,1,2041.15,2041.15,39,2024-11-13,Cancelled,Vivaan Reddy,vivaan.reddy39@example.com,Bengaluru,2025-02-16,Self-Help Book,Books,2041.15
154,1085,38,1,2514.42,2514.42,129,2024-04-26,Delivered,Meera Kapoor,meera.kapoor129@example.com,Mumbai,2025-11-10,Cookbook,Books,2514.42
155,1086,42,1,3324.17,3324.17,76,2024-08-29,Delivered,Saanvi Pillai,saanvi.pillai76@example.com,Bengaluru,2025-01-29,Cricket Bat,Sports,3324.17
156,1087,13,1,1726.64,1726.64,39,2024-06-30,Processing,Vivaan Reddy,vivaan.reddy39@example.com,Bengaluru,2025-02-16,Denim Jacket,Fashion,1726.64
157,1088,20,1,3574.18,3574.18,54,2025-04-04,Cancelled,Sai Iyer,sai.iyer54@example.com,Chennai,2024-08-06,Sneakers,Fashion,3574.18
158,1088,45,1,2266.41,2266.41,54,2025-04-04,Cancelled,Sai Iyer,sai.iyer54@example.com,Chennai,2024-08-06,Skipping Rope,Sports,2266.41
159,1089,1,1,620.58,620.58,78,2025-03-26,Delivered,Neha Singh,neha.singh78@example.com,Delhi,2025-03-17,Wireless Earbuds,Electronics,620.58
160,1090,42,1,3324.17,3324.17,141,2025-08-28,Delivered,Kabir Reddy,kabir.reddy141@example.com,Chennai,2025-03-02,Cricket Bat,Sports,3324.17
161,1090,28,1,2079.35,2079.35,141,2025-08-28,Delivered,Kabir Reddy,kabir.reddy141@example.com,Chennai,2025-03-02,Storage Organizer Box,Home & Kitchen,2079.35
162,1091,29,2,2998.78,5997.56,54,2025-04-07,Delivered,Sai Iyer,sai.iyer54@example.com,Chennai,2024-08-06,Face Wash 100ml,Beauty,3089.4
163,1091,23,1,683.77,683.77,54,2025-04-07,Delivered,Sai Iyer,sai.iyer54@example.com,Chennai,2024-08-06,LED Desk Lamp,Home & Kitchen,683.77
164,1092,9,2,3514.91,7029.82,47,2025-09-21,Returned,Vivaan Bhat,vivaan.bhat47@example.com,Bengaluru,2024-11-17,Webcam HD,Electronics,3514.91
165,1093,41,2,5368.82,10737.64,22,2025-04-05,Delivered,Ayaan Bhat,ayaan.bhat22@example.com,Ahmedabad,2024-01-12,Adjustable Dumbbell Set,Sports,2567.5
